row_id,dataset,prompt_id,index,model,score,cost,prompt_tokens,completion_tokens
AIME_43|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_43,43,DeepSeek-R1-0528-Qwen3-8B,0,0.00191597,139,17380
AIME_43|deepseek-v3.1-terminus,AIME,AIME_43,43,deepseek-v3.1-terminus,0,0.00279145,135,2755
AIME_43|Qwen3-8B,AIME,AIME_43,43,Qwen3-8B,0,0.00357165,144,25845
AIME_43|Intern-S1-mini,AIME,AIME_43,43,Intern-S1-mini,0,0.004500766,206,32562
AIME_43|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_43,43,NVIDIA-Nemotron-Nano-9B-v2,0,0.00522488,150,32618
AIME_43|qwen3-235b-a22b-2507,AIME,AIME_43,43,qwen3-235b-a22b-2507,0,0.0071232,144,8877
AIME_43|kimi-k2-0905,AIME,AIME_43,43,kimi-k2-0905,0,0.0079345,161,3927
AIME_43|intern-s1,AIME,AIME_43,43,intern-s1,0,0.00991206,293,18258
AIME_43|claude-sonnet-4,AIME,AIME_43,43,claude-sonnet-4,0,0.012642,154,812
AIME_43|gemini-2.5-flash,AIME,AIME_43,43,gemini-2.5-flash,0,0.0195974,133,7823
AIME_43|deepseek-r1-0528,AIME,AIME_43,43,deepseek-r1-0528,0,0.0702516,134,32644
AIME_43|glm-4.6,AIME,AIME_43,43,glm-4.6,0,0.0786322,139,35704
AIME_44|cogito-v1-preview-llama-8B,AIME,AIME_44,44,cogito-v1-preview-llama-8B,0,0,191,362
AIME_44|glm-4-9b-chat,AIME,AIME_44,44,glm-4-9b-chat,0,0,186,1877
AIME_44|GLM-Z1-9B-0414,AIME,AIME_44,44,GLM-Z1-9B-0414,0,0,190,17214
AIME_44|granite-3.3-8b-instruct,AIME,AIME_44,44,granite-3.3-8b-instruct,0,0,255,960
AIME_44|internlm3-8b-instruct,AIME,AIME_44,44,internlm3-8b-instruct,0,0,203,1869
AIME_44|MiMo-7B-RL-0530,AIME,AIME_44,44,MiMo-7B-RL-0530,0,0,211,2048
AIME_44|MiniCPM4.1-8B,AIME,AIME_44,44,MiniCPM4.1-8B,0,0,211,32557
AIME_44|OpenThinker3-7B,AIME,AIME_44,44,OpenThinker3-7B,0,0,215,14573
AIME_44|Qwen2.5-Coder-7B-Instruct,AIME,AIME_44,44,Qwen2.5-Coder-7B-Instruct,0,0,215,733
AIME_44|qwen3-235b-a22b-thinking-2507,AIME,AIME_44,44,qwen3-235b-a22b-thinking-2507,0,0,0,0
AIME_44|gemma-2-9b-it,AIME,AIME_44,44,gemma-2-9b-it,0,1.65E-05,198,349
AIME_44|Llama-3.1-8B-UltraMedical,AIME,AIME_44,44,Llama-3.1-8B-UltraMedical,0,4.00E-05,191,1857
AIME_44|Llama-3.1-8B-Instruct,AIME,AIME_44,44,Llama-3.1-8B-Instruct,0,4.43E-05,216,2055
AIME_44|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_44,44,Llama-3.1-Nemotron-Nano-8B-v1,0,0.00016286,196,7996
AIME_44|Fin-R1,AIME,AIME_44,44,Fin-R1,0,0.000219,215,2104
AIME_44|DeepSeek-R1-Distill-Qwen-7B,AIME,AIME_44,44,DeepSeek-R1-Distill-Qwen-7B,0,0.00128684,191,12792
AIME_44|deepseek-v3-0324,AIME,AIME_44,44,deepseek-v3-0324,0,0.00129548,180,1421
AIME_44|gpt-5-chat,AIME,AIME_44,44,gpt-5-chat,0,0.0015350625,185,3047
AIME_44|deepseek-v3.1-terminus,AIME,AIME_44,44,deepseek-v3.1-terminus,0,0.00263687,181,2588
AIME_44|DeepHermes-3-Llama-3-8B-Preview,AIME,AIME_44,44,DeepHermes-3-Llama-3-8B-Preview,0,0.0035892,191,32577
AIME_44|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_44,44,DeepSeek-R1-0528-Qwen3-8B,0,0.00358936,189,32579
AIME_44|Qwen3-8B,AIME,AIME_44,44,Qwen3-8B,0,0.004212064,194,30473
AIME_44|Intern-S1-mini,AIME,AIME_44,44,Intern-S1-mini,0,0.004495616,256,32512
AIME_44|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_44,44,NVIDIA-Nemotron-Nano-9B-v2,0,0.005219,199,32569
AIME_44|qwen3-235b-a22b-2507,AIME,AIME_44,44,qwen3-235b-a22b-2507,0,0.0093915,194,11703
AIME_44|intern-s1,AIME,AIME_44,44,intern-s1,0,0.00993726,343,18288
AIME_44|kimi-k2-0905,AIME,AIME_44,44,kimi-k2-0905,0,0.010947,206,5422
AIME_44|claude-sonnet-4,AIME,AIME_44,44,claude-sonnet-4,0,0.013218,216,838
AIME_44|deepseek-r1-0528,AIME,AIME_44,44,deepseek-r1-0528,0,0.0701757,180,32598
AIME_44|gemini-2.5-flash,AIME,AIME_44,44,gemini-2.5-flash,0,0.1117717,189,44686
AIME_44|glm-4.6,AIME,AIME_44,44,glm-4.6,0,0.1442908,186,65536
AIME_44|gpt-5,AIME,AIME_44,44,gpt-5,0,0.22942,184,22919
AIME_44|gemini-2.5-pro,AIME,AIME_44,44,gemini-2.5-pro,0,0.39746625,189,39723
AIME_45|gemini-2.5-flash,AIME,AIME_45,45,gemini-2.5-flash,1,0.0345418,131,13801
AIME_45|cogito-v1-preview-llama-8B,AIME,AIME_45,45,cogito-v1-preview-llama-8B,0,0,136,543
AIME_45|glm-4-9b-chat,AIME,AIME_45,45,glm-4-9b-chat,0,0,131,839
AIME_45|GLM-Z1-9B-0414,AIME,AIME_45,45,GLM-Z1-9B-0414,0,0,135,13953
AIME_45|granite-3.3-8b-instruct,AIME,AIME_45,45,granite-3.3-8b-instruct,0,0,198,1326
AIME_45|internlm3-8b-instruct,AIME,AIME_45,45,internlm3-8b-instruct,0,0,146,32622
AIME_45|MiMo-7B-RL-0530,AIME,AIME_45,45,MiMo-7B-RL-0530,0,0,153,2048
AIME_45|MiniCPM4.1-8B,AIME,AIME_45,45,MiniCPM4.1-8B,0,0,150,32618
AIME_45|OpenThinker3-7B,AIME,AIME_45,45,OpenThinker3-7B,0,0,157,19788
AIME_45|Qwen2.5-Coder-7B-Instruct,AIME,AIME_45,45,Qwen2.5-Coder-7B-Instruct,0,0,157,1277
AIME_45|qwen3-235b-a22b-thinking-2507,AIME,AIME_45,45,qwen3-235b-a22b-thinking-2507,0,0,0,0
AIME_45|gemma-2-9b-it,AIME,AIME_45,45,gemma-2-9b-it,0,2.35E-05,140,575
AIME_45|Llama-3.1-8B-UltraMedical,AIME,AIME_45,45,Llama-3.1-8B-UltraMedical,0,4.03E-05,136,1912
AIME_45|Fin-R1,AIME,AIME_45,45,Fin-R1,0,9.13E-05,157,850
AIME_45|Llama-3.1-8B-Instruct,AIME,AIME_45,45,Llama-3.1-8B-Instruct,0,0.000163035,161,8031
AIME_45|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_45,45,Llama-3.1-Nemotron-Nano-8B-v1,0,0.000163135,141,8051
AIME_45|gpt-5-chat,AIME,AIME_45,45,gpt-5-chat,0,0.001627125,130,3238
AIME_45|DeepSeek-R1-Distill-Qwen-7B,AIME,AIME_45,45,DeepSeek-R1-Distill-Qwen-7B,0,0.00163042,133,16251
AIME_45|deepseek-v3-0324,AIME,AIME_45,45,deepseek-v3-0324,0,0.00229398,126,2571
AIME_45|Qwen3-8B,AIME,AIME_45,45,Qwen3-8B,0,0.002958788,136,21406
AIME_45|DeepHermes-3-Llama-3-8B-Preview,AIME,AIME_45,45,DeepHermes-3-Llama-3-8B-Preview,0,0.0035936,136,32632
AIME_45|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_45,45,DeepSeek-R1-0528-Qwen3-8B,0,0.003594,131,32637
AIME_45|deepseek-v3.1-terminus,AIME,AIME_45,45,deepseek-v3.1-terminus,0,0.00392029,127,3886
AIME_45|Intern-S1-mini,AIME,AIME_45,45,Intern-S1-mini,0,0.00450159,198,32570
AIME_45|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_45,45,NVIDIA-Nemotron-Nano-9B-v2,0,0.00522584,142,32626
AIME_45|qwen3-235b-a22b-2507,AIME,AIME_45,45,qwen3-235b-a22b-2507,0,0.0084204,136,10500
AIME_45|intern-s1,AIME,AIME_45,45,intern-s1,0,0.0091584,285,16865
AIME_45|kimi-k2-0905,AIME,AIME_45,45,kimi-k2-0905,0,0.017456,152,8690
AIME_45|claude-sonnet-4,AIME,AIME_45,45,claude-sonnet-4,0,0.022374,148,1462
AIME_45|deepseek-r1-0528,AIME,AIME_45,45,deepseek-r1-0528,0,0.0702648,126,32652
AIME_45|glm-4.6,AIME,AIME_45,45,glm-4.6,0,0.1442578,131,65536
AIME_45|gpt-5,AIME,AIME_45,45,gpt-5,0,0.28613125,129,28597
AIME_45|gemini-2.5-pro,AIME,AIME_45,45,gemini-2.5-pro,0,0.39482375,131,39466
AIME_46|GLM-Z1-9B-0414,AIME,AIME_46,46,GLM-Z1-9B-0414,1,0,169,1765
AIME_46|MiniCPM4.1-8B,AIME,AIME_46,46,MiniCPM4.1-8B,1,0,192,6562
AIME_46|OpenThinker3-7B,AIME,AIME_46,46,OpenThinker3-7B,1,0,196,7050
AIME_46|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_46,46,Llama-3.1-Nemotron-Nano-8B-v1,1,5.52E-05,175,2628
AIME_46|DeepSeek-R1-Distill-Qwen-7B,AIME,AIME_46,46,DeepSeek-R1-Distill-Qwen-7B,1,0.00023288,172,2260
AIME_46|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_46,46,NVIDIA-Nemotron-Nano-9B-v2,1,0.000483,183,2973
AIME_46|gpt-5-chat,AIME,AIME_46,46,gpt-5-chat,1,0.000514375,158,1009
AIME_46|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_46,46,DeepSeek-R1-0528-Qwen3-8B,1,0.00053112,170,4782
AIME_46|Intern-S1-mini,AIME,AIME_46,46,Intern-S1-mini,1,0.000949869,237,6823
AIME_46|Qwen3-8B,AIME,AIME_46,46,Qwen3-8B,1,0.000952529,175,6858
AIME_46|qwen3-235b-a22b-2507,AIME,AIME_46,46,qwen3-235b-a22b-2507,1,0.00110945,175,1354
AIME_46|deepseek-v3.1-terminus,AIME,AIME_46,46,deepseek-v3.1-terminus,1,0.00137601,163,1332
AIME_46|deepseek-v3-0324,AIME,AIME_46,46,deepseek-v3-0324,1,0.00200906,162,2237
AIME_46|gemini-2.5-flash,AIME,AIME_46,46,gemini-2.5-flash,1,0.0026677,159,1048
AIME_46|kimi-k2-0905,AIME,AIME_46,46,kimi-k2-0905,1,0.0031335,187,1520
AIME_46|intern-s1,AIME,AIME_46,46,intern-s1,1,0.00433836,324,7926
AIME_46|glm-4.6,AIME,AIME_46,46,glm-4.6,1,0.0064042,165,2866
AIME_46|qwen3-235b-a22b-thinking-2507,AIME,AIME_46,46,qwen3-235b-a22b-thinking-2507,1,0.0074154,177,6091
AIME_46|gpt-5,AIME,AIME_46,46,gpt-5,1,0.01268625,157,1249
AIME_46|deepseek-r1-0528,AIME,AIME_46,46,deepseek-r1-0528,1,0.0131788,162,6092
AIME_46|claude-sonnet-4,AIME,AIME_46,46,claude-sonnet-4,1,0.014292,184,916
AIME_46|gemini-2.5-pro,AIME,AIME_46,46,gemini-2.5-pro,1,0.05925875,159,5906
AIME_46|cogito-v1-preview-llama-8B,AIME,AIME_46,46,cogito-v1-preview-llama-8B,0,0,170,444
AIME_46|glm-4-9b-chat,AIME,AIME_46,46,glm-4-9b-chat,0,0,165,1277
AIME_46|granite-3.3-8b-instruct,AIME,AIME_46,46,granite-3.3-8b-instruct,0,0,231,1162
AIME_46|internlm3-8b-instruct,AIME,AIME_46,46,internlm3-8b-instruct,0,0,180,1114
AIME_46|MiMo-7B-RL-0530,AIME,AIME_46,46,MiMo-7B-RL-0530,0,0,192,2048
AIME_46|Qwen2.5-Coder-7B-Instruct,AIME,AIME_46,46,Qwen2.5-Coder-7B-Instruct,0,0,196,1346
AIME_46|gemma-2-9b-it,AIME,AIME_46,46,gemma-2-9b-it,0,1.61E-05,168,355
AIME_46|Llama-3.1-8B-UltraMedical,AIME,AIME_46,46,Llama-3.1-8B-UltraMedical,0,1.89E-05,170,816
AIME_46|Llama-3.1-8B-Instruct,AIME,AIME_46,46,Llama-3.1-8B-Instruct,0,2.47E-05,195,1088
AIME_46|DeepHermes-3-Llama-3-8B-Preview,AIME,AIME_46,46,DeepHermes-3-Llama-3-8B-Preview,0,3.78E-05,170,297
AIME_46|Fin-R1,AIME,AIME_46,46,Fin-R1,0,0.00021454,196,2067
AIME_47|GLM-Z1-9B-0414,AIME,AIME_47,47,GLM-Z1-9B-0414,1,0,106,2289
AIME_47|granite-3.3-8b-instruct,AIME,AIME_47,47,granite-3.3-8b-instruct,1,0,162,1186
AIME_47|MiniCPM4.1-8B,AIME,AIME_47,47,MiniCPM4.1-8B,1,0,116,4333
AIME_47|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_47,47,Llama-3.1-Nemotron-Nano-8B-v1,1,5.84E-05,112,2834
AIME_47|gpt-5-chat,AIME,AIME_47,47,gpt-5-chat,1,0.0003363125,101,660
AIME_47|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_47,47,NVIDIA-Nemotron-Nano-9B-v2,1,0.00034564,113,2132
AIME_47|DeepSeek-R1-Distill-Qwen-7B,AIME,AIME_47,47,DeepSeek-R1-Distill-Qwen-7B,1,0.00037028,102,3662
AIME_47|Qwen3-8B,AIME,AIME_47,47,Qwen3-8B,1,0.000823809,105,5943
AIME_47|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_47,47,DeepSeek-R1-0528-Qwen3-8B,1,0.00094526,100,8566
AIME_47|deepseek-v3.1-terminus,AIME,AIME_47,47,deepseek-v3.1-terminus,1,0.000985,100,958
AIME_47|qwen3-235b-a22b-2507,AIME,AIME_47,47,qwen3-235b-a22b-2507,1,0.00145175,105,1795
AIME_47|Intern-S1-mini,AIME,AIME_47,47,Intern-S1-mini,1,0.001458985,167,10530
AIME_47|deepseek-v3-0324,AIME,AIME_47,47,deepseek-v3-0324,1,0.00155507,99,1739
AIME_47|kimi-k2-0905,AIME,AIME_47,47,kimi-k2-0905,1,0.002732,124,1335
AIME_47|gemini-2.5-flash,AIME,AIME_47,47,gemini-2.5-flash,1,0.0029613,96,1173
AIME_47|glm-4.6,AIME,AIME_47,47,glm-4.6,1,0.0038122,102,1705
AIME_47|intern-s1,AIME,AIME_47,47,intern-s1,1,0.0050877,254,9337
AIME_47|qwen3-235b-a22b-thinking-2507,AIME,AIME_47,47,qwen3-235b-a22b-thinking-2507,1,0.0115998,107,9613
AIME_47|claude-sonnet-4,AIME,AIME_47,47,claude-sonnet-4,1,0.012054,113,781
AIME_47|gpt-5,AIME,AIME_47,47,gpt-5,1,0.012465,100,1234
AIME_47|deepseek-r1-0528,AIME,AIME_47,47,deepseek-r1-0528,1,0.01298605,99,6017
AIME_47|gemini-2.5-pro,AIME,AIME_47,47,gemini-2.5-pro,1,0.05567,96,5555
AIME_47|cogito-v1-preview-llama-8B,AIME,AIME_47,47,cogito-v1-preview-llama-8B,0,0,107,32661
AIME_47|glm-4-9b-chat,AIME,AIME_47,47,glm-4-9b-chat,0,0,102,697
AIME_47|internlm3-8b-instruct,AIME,AIME_47,47,internlm3-8b-instruct,0,0,111,687
AIME_47|MiMo-7B-RL-0530,AIME,AIME_47,47,MiMo-7B-RL-0530,0,0,122,2048
AIME_47|OpenThinker3-7B,AIME,AIME_47,47,OpenThinker3-7B,0,0,126,10917
AIME_47|Qwen2.5-Coder-7B-Instruct,AIME,AIME_47,47,Qwen2.5-Coder-7B-Instruct,0,0,126,784
AIME_47|Llama-3.1-8B-UltraMedical,AIME,AIME_47,47,Llama-3.1-8B-UltraMedical,0,1.15E-05,107,496
AIME_47|gemma-2-9b-it,AIME,AIME_47,47,gemma-2-9b-it,0,2.12E-05,105,530
AIME_47|DeepHermes-3-Llama-3-8B-Preview,AIME,AIME_47,47,DeepHermes-3-Llama-3-8B-Preview,0,3.30E-05,107,271
AIME_47|Llama-3.1-8B-Instruct,AIME,AIME_47,47,Llama-3.1-8B-Instruct,0,3.36E-05,132,1581
AIME_47|Fin-R1,AIME,AIME_47,47,Fin-R1,0,6.98E-05,126,648
AIME_48|MiniCPM4.1-8B,AIME,AIME_48,48,MiniCPM4.1-8B,1,0,136,24671
AIME_48|gpt-5-chat,AIME,AIME_48,48,gpt-5-chat,1,0.00195275,124,3890
AIME_48|Intern-S1-mini,AIME,AIME_48,48,Intern-S1-mini,1,0.002244769,191,16218
AIME_48|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_48,48,NVIDIA-Nemotron-Nano-9B-v2,1,0.0025458,137,15877
AIME_48|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_48,48,DeepSeek-R1-0528-Qwen3-8B,1,0.00280179,124,25437
AIME_48|Qwen3-8B,AIME,AIME_48,48,Qwen3-8B,1,0.002833515,129,20500
AIME_48|deepseek-v3.1-terminus,AIME,AIME_48,48,deepseek-v3.1-terminus,1,0.00316721,123,3134
AIME_48|qwen3-235b-a22b-2507,AIME,AIME_48,48,qwen3-235b-a22b-2507,1,0.00683295,129,8517
AIME_48|kimi-k2-0905,AIME,AIME_48,48,kimi-k2-0905,1,0.0106315,147,5279
AIME_48|glm-4.6,AIME,AIME_48,48,glm-4.6,1,0.0178356,125,8073
AIME_48|qwen3-235b-a22b-thinking-2507,AIME,AIME_48,48,qwen3-235b-a22b-thinking-2507,1,0.0302658,131,25156
AIME_48|deepseek-r1-0528,AIME,AIME_48,48,deepseek-r1-0528,1,0.03556395,122,16513
AIME_48|gpt-5,AIME,AIME_48,48,gpt-5,1,0.14681375,123,14666
AIME_48|gemini-2.5-pro,AIME,AIME_48,48,gemini-2.5-pro,1,0.23107,120,23092
AIME_48|cogito-v1-preview-llama-8B,AIME,AIME_48,48,cogito-v1-preview-llama-8B,0,0,130,338
AIME_48|glm-4-9b-chat,AIME,AIME_48,48,glm-4-9b-chat,0,0,125,368
AIME_48|GLM-Z1-9B-0414,AIME,AIME_48,48,GLM-Z1-9B-0414,0,0,129,16516
AIME_48|granite-3.3-8b-instruct,AIME,AIME_48,48,granite-3.3-8b-instruct,0,0,186,679
AIME_48|internlm3-8b-instruct,AIME,AIME_48,48,internlm3-8b-instruct,0,0,135,1203
AIME_48|MiMo-7B-RL-0530,AIME,AIME_48,48,MiMo-7B-RL-0530,0,0,146,2048
AIME_48|OpenThinker3-7B,AIME,AIME_48,48,OpenThinker3-7B,0,0,150,18276
AIME_48|Qwen2.5-Coder-7B-Instruct,AIME,AIME_48,48,Qwen2.5-Coder-7B-Instruct,0,0,150,583
AIME_48|gemma-2-9b-it,AIME,AIME_48,48,gemma-2-9b-it,0,9.78E-06,129,200
AIME_48|Llama-3.1-8B-UltraMedical,AIME,AIME_48,48,Llama-3.1-8B-UltraMedical,0,4.03E-05,130,1918
AIME_48|DeepHermes-3-Llama-3-8B-Preview,AIME,AIME_48,48,DeepHermes-3-Llama-3-8B-Preview,0,4.04E-05,130,332
AIME_48|Llama-3.1-8B-Instruct,AIME,AIME_48,48,Llama-3.1-8B-Instruct,0,0.000163065,155,8037
AIME_48|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_48,48,Llama-3.1-Nemotron-Nano-8B-v1,0,0.000163165,135,8057
AIME_48|Fin-R1,AIME,AIME_48,48,Fin-R1,0,0.0001961,150,1901
AIME_48|DeepSeek-R1-Distill-Qwen-7B,AIME,AIME_48,48,DeepSeek-R1-Distill-Qwen-7B,0,0.00153854,126,15335
AIME_48|deepseek-v3-0324,AIME,AIME_48,48,deepseek-v3-0324,0,0.0019093,122,2135
AIME_48|intern-s1,AIME,AIME_48,48,intern-s1,0,0.01010214,278,18615
AIME_48|claude-sonnet-4,AIME,AIME_48,48,claude-sonnet-4,0,0.019071,137,1244
AIME_48|gemini-2.5-flash,AIME,AIME_48,48,gemini-2.5-flash,0,0.031891,120,12742
AIME_49|GLM-Z1-9B-0414,AIME,AIME_49,49,GLM-Z1-9B-0414,1,0,247,3643
AIME_49|MiniCPM4.1-8B,AIME,AIME_49,49,MiniCPM4.1-8B,1,0,265,13374
AIME_49|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_49,49,Llama-3.1-Nemotron-Nano-8B-v1,1,7.99E-05,251,3806
AIME_49|Fin-R1,AIME,AIME_49,49,Fin-R1,1,0.00012922,278,1181
AIME_49|DeepSeek-R1-Distill-Qwen-7B,AIME,AIME_49,49,DeepSeek-R1-Distill-Qwen-7B,1,0.00042576,254,4156
AIME_49|gpt-5-chat,AIME,AIME_49,49,gpt-5-chat,1,0.000677,240,1324
AIME_49|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_49,49,NVIDIA-Nemotron-Nano-9B-v2,1,0.00098564,257,6096
AIME_49|Qwen3-8B,AIME,AIME_49,49,Qwen3-8B,1,0.001199521,257,8627
AIME_49|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_49,49,DeepSeek-R1-0528-Qwen3-8B,1,0.00134241,252,12135
AIME_49|qwen3-235b-a22b-2507,AIME,AIME_49,49,qwen3-235b-a22b-2507,1,0.00152015,257,1852
AIME_49|deepseek-v3.1-terminus,AIME,AIME_49,49,deepseek-v3.1-terminus,1,0.00177537,231,1713
AIME_49|intern-s1,AIME,AIME_49,49,intern-s1,1,0.00250578,406,4505
AIME_49|kimi-k2-0905,AIME,AIME_49,49,kimi-k2-0905,1,0.0034515,255,1662
AIME_49|gemini-2.5-flash,AIME,AIME_49,49,gemini-2.5-flash,1,0.004078,235,1603
AIME_49|Intern-S1-mini,AIME,AIME_49,49,Intern-S1-mini,1,0.004148405,319,29980
AIME_49|glm-4.6,AIME,AIME_49,49,glm-4.6,1,0.0072694,243,3238
AIME_49|qwen3-235b-a22b-thinking-2507,AIME,AIME_49,49,qwen3-235b-a22b-thinking-2507,1,0.0145974,259,12035
AIME_49|claude-sonnet-4,AIME,AIME_49,49,claude-sonnet-4,1,0.016788,271,1065
AIME_49|gpt-5,AIME,AIME_49,49,gpt-5,1,0.02005875,239,1976
AIME_49|deepseek-r1-0528,AIME,AIME_49,49,deepseek-r1-0528,1,0.03911815,230,18141
AIME_49|gemini-2.5-pro,AIME,AIME_49,49,gemini-2.5-pro,1,0.08125375,235,8096
AIME_49|cogito-v1-preview-llama-8B,AIME,AIME_49,49,cogito-v1-preview-llama-8B,0,0,246,510
AIME_49|glm-4-9b-chat,AIME,AIME_49,49,glm-4-9b-chat,0,0,243,817
AIME_49|granite-3.3-8b-instruct,AIME,AIME_49,49,granite-3.3-8b-instruct,0,0,301,1161
AIME_49|internlm3-8b-instruct,AIME,AIME_49,49,internlm3-8b-instruct,0,0,251,32517
AIME_49|MiMo-7B-RL-0530,AIME,AIME_49,49,MiMo-7B-RL-0530,0,0,274,2048
AIME_49|OpenThinker3-7B,AIME,AIME_49,49,OpenThinker3-7B,0,0,278,15807
AIME_49|Qwen2.5-Coder-7B-Instruct,AIME,AIME_49,49,Qwen2.5-Coder-7B-Instruct,0,0,278,1093
AIME_49|gemma-2-9b-it,AIME,AIME_49,49,gemma-2-9b-it,0,1.89E-05,244,390
AIME_49|Llama-3.1-8B-UltraMedical,AIME,AIME_49,49,Llama-3.1-8B-UltraMedical,0,2.04E-05,246,833
AIME_49|Llama-3.1-8B-Instruct,AIME,AIME_49,49,Llama-3.1-8B-Instruct,0,6.50E-05,271,3048
AIME_49|deepseek-v3-0324,AIME,AIME_49,49,deepseek-v3-0324,0,0.00196094,230,2163
AIME_49|DeepHermes-3-Llama-3-8B-Preview,AIME,AIME_49,49,DeepHermes-3-Llama-3-8B-Preview,0,0.0035848,246,32522
AIME_50|GLM-Z1-9B-0414,AIME,AIME_50,50,GLM-Z1-9B-0414,1,0,288,14254
AIME_50|MiniCPM4.1-8B,AIME,AIME_50,50,MiniCPM4.1-8B,1,0,299,31020
AIME_50|Llama-3.1-8B-Instruct,AIME,AIME_50,50,Llama-3.1-8B-Instruct,1,1.70E-05,314,615
AIME_50|DeepSeek-R1-0528-Qwen3-8B,AIME,AIME_50,50,DeepSeek-R1-0528-Qwen3-8B,1,0.00230898,285,20913
AIME_50|Qwen3-8B,AIME,AIME_50,50,Qwen3-8B,1,0.002512366,290,18132
AIME_50|NVIDIA-Nemotron-Nano-9B-v2,AIME,AIME_50,50,NVIDIA-Nemotron-Nano-9B-v2,1,0.00353676,287,22033
AIME_50|deepseek-r1-0528,AIME,AIME_50,50,deepseek-r1-0528,1,0.04770325,269,22125
AIME_50|glm-4.6,AIME,AIME_50,50,glm-4.6,1,0.0512434,284,23215
AIME_50|gemini-2.5-pro,AIME,AIME_50,50,gemini-2.5-pro,1,0.28824375,259,28792
AIME_50|cogito-v1-preview-llama-8B,AIME,AIME_50,50,cogito-v1-preview-llama-8B,0,0,289,310
AIME_50|glm-4-9b-chat,AIME,AIME_50,50,glm-4-9b-chat,0,0,284,514
AIME_50|granite-3.3-8b-instruct,AIME,AIME_50,50,granite-3.3-8b-instruct,0,0,348,1165
AIME_50|internlm3-8b-instruct,AIME,AIME_50,50,internlm3-8b-instruct,0,0,289,965
AIME_50|MiMo-7B-RL-0530,AIME,AIME_50,50,MiMo-7B-RL-0530,0,0,307,2048
AIME_50|OpenThinker3-7B,AIME,AIME_50,50,OpenThinker3-7B,0,0,311,17706
AIME_50|Qwen2.5-Coder-7B-Instruct,AIME,AIME_50,50,Qwen2.5-Coder-7B-Instruct,0,0,311,801
AIME_50|qwen3-235b-a22b-thinking-2507,AIME,AIME_50,50,qwen3-235b-a22b-thinking-2507,0,0,0,0
AIME_50|Llama-3.1-8B-UltraMedical,AIME,AIME_50,50,Llama-3.1-8B-UltraMedical,0,1.71E-05,289,637
AIME_50|gemma-2-9b-it,AIME,AIME_50,50,gemma-2-9b-it,0,2.23E-05,268,471
AIME_50|DeepHermes-3-Llama-3-8B-Preview,AIME,AIME_50,50,DeepHermes-3-Llama-3-8B-Preview,0,3.80E-05,289,267
AIME_50|Fin-R1,AIME,AIME_50,50,Fin-R1,0,0.00011274,311,1003
AIME_50|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_50,50,Llama-3.1-Nemotron-Nano-8B-v1,0,0.00016237,294,7898
AIME_50|DeepSeek-R1-Distill-Qwen-7B,AIME,AIME_50,50,DeepSeek-R1-Distill-Qwen-7B,0,0.00162118,287,16097
AIME_50|gpt-5-chat,AIME,AIME_50,50,gpt-5-chat,0,0.002158125,274,4282
AIME_50|deepseek-v3-0324,AIME,AIME_50,50,deepseek-v3-0324,0,0.00220477,269,2429
AIME_50|deepseek-v3.1-terminus,AIME,AIME_50,50,deepseek-v3.1-terminus,0,0.0033909,270,3318
AIME_50|Intern-S1-mini,AIME,AIME_50,50,Intern-S1-mini,0,0.004485728,352,32416
AIME_50|qwen3-235b-a22b-2507,AIME,AIME_50,50,qwen3-235b-a22b-2507,0,0.0073595,290,9145
AIME_50|intern-s1,AIME,AIME_50,50,intern-s1,0,0.010062,439,18487
AIME_50|claude-sonnet-4,AIME,AIME_50,50,claude-sonnet-4,0,0.014127,314,879
AIME_50|kimi-k2-0905,AIME,AIME_50,50,kimi-k2-0905,0,0.017718,304,8783
AIME_50|gpt-5,AIME,AIME_50,50,gpt-5,0,0.14720125,273,14686
AIME_50|gemini-2.5-flash,AIME,AIME_50,50,gemini-2.5-flash,0,0.1639352,259,65543
AIME_51|MiniCPM4.1-8B,AIME,AIME_51,51,MiniCPM4.1-8B,1,0,283,12005
AIME_51|Llama-3.1-Nemotron-Nano-8B-v1,AIME,AIME_51,51,Llama-3.1-Nemotron-Nano-8B-v1,1,0.000147085,295,7133
